seller_id,policy,elapsed_frac,shading,spend,roas
seller_1,aggressive,0.4285069444444444,0.8800000000000001,0.0,0.0
seller_2,roi_driven,0.4285069444444444,0.68,0.0,0.0
seller_3,conservative,0.4285069444444444,0.8,0.0,0.0
seller_1,aggressive,0.25645833333333334,5.0,1.0999999999999999,0.0
seller_2,roi_driven,0.25645833333333334,0.01,0.0,0.0
seller_3,conservative,0.25645833333333334,0.8,0.1,0.0
seller_1,aggressive,0.6104282407407408,5.0,1.9000000000000006,0.0
seller_2,roi_driven,0.6104282407407408,0.01,0.0,0.0
seller_3,conservative,0.6104282407407408,0.8,0.1,0.0
seller_1,aggressive,0.775613425925926,5.0,2.600000000000001,0.0
seller_2,roi_driven,0.775613425925926,0.01,0.0,0.0
seller_3,conservative,0.775613425925926,0.8,0.2,0.0
seller_1,aggressive,0.13164351851851852,5.0,3.900000000000002,0.0
seller_2,roi_driven,0.13164351851851852,0.01,0.0,0.0
seller_3,conservative,0.13164351851851852,0.8,0.2,0.0
seller_1,aggressive,0.8312268518518519,5.0,4.799999999999999,0.0
seller_2,roi_driven,0.8312268518518519,0.01,0.0,0.0
seller_3,conservative,0.8312268518518519,0.8,0.2,0.0
seller_1,aggressive,0.8599189814814815,5.0,6.099999999999994,0.0
seller_2,roi_driven,0.8599189814814815,0.01,0.0,0.0
seller_3,conservative,0.8599189814814815,0.8,0.2,0.0
seller_1,aggressive,0.20221064814814815,5.0,7.19999999999999,0.0
seller_2,roi_driven,0.20221064814814815,0.01,0.0,0.0
seller_3,conservative,0.20221064814814815,0.8,0.4,0.0
seller_1,aggressive,0.42778935185185185,5.0,7.699999999999989,0.0
seller_2,roi_driven,0.42778935185185185,0.01,0.0,0.0
seller_3,conservative,0.42778935185185185,0.8,0.5,0.0
seller_1,aggressive,0.3700115740740741,5.0,8.499999999999986,5.882352941176481
seller_2,roi_driven,0.3700115740740741,0.01,0.0,0.0
seller_3,conservative,0.3700115740740741,0.8,0.6,0.0
seller_1,aggressive,0.15585648148148148,5.0,9.399999999999983,5.319148936170222
seller_2,roi_driven,0.15585648148148148,0.01,0.0,0.0
seller_3,conservative,0.15585648148148148,0.8,0.6,0.0
seller_1,aggressive,0.1424652777777778,5.0,10.699999999999978,9.345794392523384
seller_2,roi_driven,0.1424652777777778,0.01,0.0,0.0
seller_3,conservative,0.1424652777777778,0.8,0.6,0.0
seller_1,aggressive,0.5888078703703704,5.0,11.599999999999975,8.620689655172432
seller_2,roi_driven,0.5888078703703704,0.01,0.0,0.0
seller_3,conservative,0.5888078703703704,0.76,0.7,0.0
seller_1,aggressive,0.5678935185185185,5.0,13.499999999999968,7.407407407407425
seller_2,roi_driven,0.5678935185185185,0.01,0.0,0.0
seller_3,conservative,0.5678935185185185,0.76,0.7,0.0
seller_1,aggressive,0.9925578703703704,5.0,14.499999999999964,6.896551724137948
seller_2,roi_driven,0.9925578703703704,0.01,0.0,0.0
seller_3,conservative,0.9925578703703704,0.76,0.7999999999999999,0.0
seller_1,aggressive,0.6725462962962963,5.0,15.79999999999996,6.329113924050649
seller_2,roi_driven,0.6725462962962963,0.01,0.0,0.0
seller_3,conservative,0.6725462962962963,0.6859,0.9999999999999999,0.0
seller_1,aggressive,0.8533564814814815,5.0,16.499999999999964,6.060606060606074
seller_2,roi_driven,0.8533564814814815,0.01,0.0,0.0
seller_3,conservative,0.8533564814814815,0.6516049999999999,0.9999999999999999,0.0
seller_1,aggressive,0.9150347222222223,5.0,17.199999999999974,5.813953488372102
seller_2,roi_driven,0.9150347222222223,0.01,0.0,0.0
seller_3,conservative,0.9150347222222223,0.5307363450312498,1.2,0.0
seller_1,aggressive,0.8391666666666666,5.0,17.999999999999986,5.55555555555556
seller_2,roi_driven,0.8391666666666666,0.01,0.0,0.0
seller_3,conservative,0.8391666666666666,0.5307363450312498,1.2,0.0
seller_1,aggressive,0.21662037037037038,5.0,19.300000000000004,5.181347150259066
seller_2,roi_driven,0.21662037037037038,0.01,0.0,0.0
seller_3,conservative,0.21662037037037038,0.4789895513907029,1.2,0.0
seller_1,aggressive,0.6923611111111111,5.0,20.30000000000002,4.926108374384232
seller_2,roi_driven,0.6923611111111111,0.01,0.0,0.0
seller_3,conservative,0.6923611111111111,0.43228807013010934,1.3,0.0
seller_1,aggressive,0.11130787037037038,5.0,21.300000000000033,4.694835680751167
seller_2,roi_driven,0.11130787037037038,0.01,0.0,0.0
seller_3,conservative,0.11130787037037038,0.43228807013010934,1.4000000000000001,0.0
seller_1,aggressive,0.010486111111111111,5.0,22.100000000000044,4.524886877828045
seller_2,roi_driven,0.010486111111111111,0.01,0.0,0.0
seller_3,conservative,0.010486111111111111,0.3901399832924236,1.4000000000000001,0.0
seller_1,aggressive,0.7661574074074075,5.0,22.60000000000005,4.424778761061937
seller_2,roi_driven,0.7661574074074075,0.01,0.0,0.0
seller_3,conservative,0.7661574074074075,0.3901399832924236,1.4000000000000001,0.0
seller_1,aggressive,0.027858796296296295,5.0,23.20000000000006,4.310344827586196
seller_2,roi_driven,0.027858796296296295,0.01,0.0,0.0
seller_3,conservative,0.027858796296296295,0.3177714547665746,1.4000000000000001,0.0
seller_1,aggressive,0.8685185185185185,5.0,23.700000000000067,4.21940928270041
seller_2,roi_driven,0.8685185185185185,0.01,0.0,0.0
seller_3,conservative,0.8685185185185185,0.28678873792683357,1.4000000000000001,0.0
seller_1,aggressive,0.053113425925925925,5.0,24.400000000000077,4.098360655737692
seller_2,roi_driven,0.053113425925925925,0.01,0.0,0.0
seller_3,conservative,0.053113425925925925,0.28678873792683357,1.4000000000000001,0.0
seller_1,aggressive,0.6554745370370371,5.0,25.200000000000088,3.9682539682539546
seller_2,roi_driven,0.6554745370370371,0.01,0.0,0.0
seller_3,conservative,0.6554745370370371,0.22191165849746702,1.4000000000000001,0.0
seller_1,aggressive,0.6370370370370371,5.0,26.200000000000102,3.816793893129756
seller_2,roi_driven,0.6370370370370371,0.01,0.0,0.0
seller_3,conservative,0.6370370370370371,0.21081607557259366,1.4000000000000001,0.0
seller_1,aggressive,0.9099652777777778,5.0,27.100000000000115,3.690036900368988
seller_2,roi_driven,0.9099652777777778,0.01,0.0,0.0
seller_3,conservative,0.9099652777777778,0.19026150820426574,1.4000000000000001,0.0
seller_1,aggressive,0.06726851851851852,5.0,27.800000000000125,5.395683453237385
seller_2,roi_driven,0.06726851851851852,0.01,0.0,0.0
