seller_id,policy,elapsed_frac,shading,spend,roas
seller_1,aggressive,0.4285069444444444,0.8008,0.0,0.0
seller_2,roi_driven,0.4285069444444444,0.8004,0.0,0.0
seller_3,conservative,0.4285069444444444,0.80008,0.0,0.0
seller_1,aggressive,0.25645833333333334,2.1757126849342647,0.7999999999999999,0.0
seller_2,roi_driven,0.25645833333333334,0.3041799683461122,0.30000000000000004,0.0
seller_3,conservative,0.25645833333333334,0.8842207273139835,0.30000000000000004,0.0
seller_1,aggressive,0.6104282407407408,5.0,1.6000000000000003,0.0
seller_2,roi_driven,0.6104282407407408,0.11184558266784175,0.30000000000000004,0.0
seller_3,conservative,0.6104282407407408,0.9772101472498642,0.30000000000000004,0.0
seller_1,aggressive,0.775613425925926,5.0,2.3000000000000007,0.0
seller_2,roi_driven,0.775613425925926,0.04112510902780801,0.30000000000000004,0.0
seller_3,conservative,0.775613425925926,1.079978836041247,0.4,0.0
seller_1,aggressive,0.13164351851851852,5.0,3.5000000000000018,0.0
seller_2,roi_driven,0.13164351851851852,0.015121514432732075,0.30000000000000004,0.0
seller_3,conservative,0.13164351851851852,1.193555234336693,0.5,0.0
seller_1,aggressive,0.8312268518518519,5.0,4.300000000000001,0.0
seller_2,roi_driven,0.8312268518518519,0.01,0.30000000000000004,0.0
seller_3,conservative,0.8312268518518519,1.3190759391493383,0.7,0.0
seller_1,aggressive,0.8599189814814815,5.0,5.599999999999996,0.0
seller_2,roi_driven,0.8599189814814815,0.01,0.30000000000000004,0.0
seller_3,conservative,0.8599189814814815,1.4577970781634386,0.7,0.0
seller_1,aggressive,0.20221064814814815,5.0,6.5999999999999925,0.0
seller_2,roi_driven,0.20221064814814815,0.01,0.30000000000000004,0.0
seller_3,conservative,0.20221064814814815,1.6093348398601144,0.9999999999999999,0.0
seller_1,aggressive,0.42778935185185185,5.0,7.099999999999991,0.0
seller_2,roi_driven,0.42778935185185185,0.01,0.30000000000000004,0.0
seller_3,conservative,0.42778935185185185,1.778581170124044,1.0999999999999999,0.0
seller_1,aggressive,0.3700115740740741,5.0,7.699999999999989,0.0
seller_2,roi_driven,0.3700115740740741,0.01,0.30000000000000004,0.0
seller_3,conservative,0.3700115740740741,1.963464384361241,1.4000000000000001,35.71428571428571
seller_1,aggressive,0.15585648148148148,5.0,8.599999999999985,0.0
seller_2,roi_driven,0.15585648148148148,0.01,0.30000000000000004,0.0
seller_3,conservative,0.15585648148148148,2.1675661777000577,1.4000000000000001,35.71428571428571
seller_1,aggressive,0.1424652777777778,5.0,9.89999999999998,5.05050505050506
seller_2,roi_driven,0.1424652777777778,0.01,0.30000000000000004,0.0
seller_3,conservative,0.1424652777777778,2.392884318213748,1.6000000000000003,31.249999999999993
seller_1,aggressive,0.5888078703703704,5.0,10.699999999999978,4.672897196261692
seller_2,roi_driven,0.5888078703703704,0.01,0.30000000000000004,0.0
seller_3,conservative,0.5888078703703704,2.6416242416316345,2.0000000000000004,24.999999999999993
seller_1,aggressive,0.5678935185185185,5.0,12.299999999999972,4.065040650406513
seller_2,roi_driven,0.5678935185185185,0.01,0.30000000000000004,0.0
seller_3,conservative,0.5678935185185185,2.906608652390803,2.400000000000001,20.833333333333325
seller_1,aggressive,0.9925578703703704,5.0,13.199999999999969,3.787878787878797
seller_2,roi_driven,0.9925578703703704,0.01,0.30000000000000004,0.0
seller_3,conservative,0.9925578703703704,3.2122832924634017,2.800000000000001,17.85714285714285
seller_1,aggressive,0.6725462962962963,5.0,14.099999999999966,3.5460992907801505
seller_2,roi_driven,0.6725462962962963,0.01,0.30000000000000004,0.0
seller_3,conservative,0.6725462962962963,3.542299172262825,3.600000000000002,13.888888888888882
seller_1,aggressive,0.8533564814814815,5.0,14.599999999999964,3.4246575342465837
seller_2,roi_driven,0.8533564814814815,0.01,0.30000000000000004,0.0
seller_3,conservative,0.8533564814814815,3.9062194343984293,3.800000000000002,13.157894736842097
seller_1,aggressive,0.9150347222222223,5.0,15.199999999999962,3.2894736842105345
seller_2,roi_driven,0.9150347222222223,0.01,0.30000000000000004,0.0
