seller_id,policy,elapsed_frac,shading,spend,roas
seller_1,aggressive,0.5824768518518518,0.8008,0.0,0.0
seller_2,roi_driven,0.5824768518518518,0.8004,0.0,0.0
seller_3,conservative,0.5824768518518518,0.80008,0.0,0.0
seller_1,aggressive,0.37527777777777777,2.1757126849342647,0.8999999999999999,0.0
seller_2,roi_driven,0.37527777777777777,0.3041799683461122,0.30000000000000004,0.0
seller_3,conservative,0.37527777777777777,0.8842207273139835,0.30000000000000004,0.0
seller_1,aggressive,0.08184027777777778,5.0,1.8000000000000005,0.0
seller_2,roi_driven,0.08184027777777778,0.11184558266784175,0.30000000000000004,0.0
seller_3,conservative,0.08184027777777778,0.9729179404587317,0.4,125.0
seller_1,aggressive,0.8943055555555556,5.0,2.600000000000001,0.0
seller_2,roi_driven,0.8943055555555556,0.04112510902780801,0.30000000000000004,0.0
seller_3,conservative,0.8943055555555556,1.0728712574175567,0.4,125.0
seller_1,aggressive,0.4659490740740741,5.0,3.800000000000002,0.0
seller_2,roi_driven,0.4659490740740741,0.015121514432732075,0.30000000000000004,0.0
seller_3,conservative,0.4659490740740741,1.1791938138071965,0.5,100.0
seller_1,aggressive,0.13252314814814814,5.0,4.899999999999999,0.0
seller_2,roi_driven,0.13252314814814814,0.01,0.30000000000000004,0.0
seller_3,conservative,0.13252314814814814,1.2989087783162665,0.6,83.33333333333334
seller_1,aggressive,0.7326273148148148,5.0,5.999999999999995,0.0
seller_2,roi_driven,0.7326273148148148,0.01,0.30000000000000004,0.0
seller_3,conservative,0.7326273148148148,1.419797928582534,0.6,83.33333333333334
seller_1,aggressive,0.07175925925925926,5.0,6.8999999999999915,0.0
seller_2,roi_driven,0.07175925925925926,0.01,0.30000000000000004,0.0
seller_3,conservative,0.07175925925925926,1.5570703745897674,0.8999999999999999,55.555555555555564
seller_1,aggressive,0.3840162037037037,5.0,7.499999999999989,0.0
seller_2,roi_driven,0.3840162037037037,0.01,0.30000000000000004,0.0
seller_3,conservative,0.3840162037037037,1.7113775214728364,0.9999999999999999,50.00000000000001
seller_1,aggressive,0.6046412037037037,5.0,8.099999999999987,0.0
seller_2,roi_driven,0.6046412037037037,0.01,0.30000000000000004,0.0
seller_3,conservative,0.6046412037037037,1.8747768743478495,1.3,76.92307692307692
seller_1,aggressive,0.22793981481481482,5.0,8.899999999999984,0.0
seller_2,roi_driven,0.22793981481481482,0.01,0.30000000000000004,0.0
seller_3,conservative,0.22793981481481482,2.051518384438374,1.3,76.92307692307692
seller_1,aggressive,0.03234953703703704,5.0,10.19999999999998,4.901960784313736
seller_2,roi_driven,0.03234953703703704,0.01,0.30000000000000004,0.0
seller_3,conservative,0.03234953703703704,2.2473937960424353,1.4000000000000001,71.42857142857142
seller_1,aggressive,6.944444444444444e-05,5.0,10.999999999999977,4.545454545454555
seller_2,roi_driven,6.944444444444444e-05,0.01,0.30000000000000004,0.0
seller_3,conservative,6.944444444444444e-05,2.445768277858816,1.8000000000000005,55.55555555555554
seller_1,aggressive,0.5286921296296296,5.0,12.499999999999972,4.000000000000009
seller_2,roi_driven,0.5286921296296296,0.01,0.30000000000000004,0.0
seller_3,conservative,0.5286921296296296,2.655801181986528,2.2000000000000006,45.45454545454544
seller_1,aggressive,0.8825694444444444,5.0,13.399999999999968,3.7313432835820985
seller_2,roi_driven,0.8825694444444444,0.01,0.30000000000000004,0.0
seller_3,conservative,0.8825694444444444,2.887046314423175,2.500000000000001,39.999999999999986
seller_1,aggressive,0.8517361111111111,5.0,14.399999999999965,3.4722222222222308
seller_2,roi_driven,0.8517361111111111,0.01,0.30000000000000004,0.0
seller_3,conservative,0.8517361111111111,3.104077469423863,3.0000000000000013,33.33333333333332
seller_1,aggressive,0.6401388888888889,5.0,15.099999999999962,3.311258278145704
seller_2,roi_driven,0.6401388888888889,0.01,0.30000000000000004,0.0
seller_3,conservative,0.6401388888888889,3.33375295063624,3.1000000000000014,32.25806451612902
seller_1,aggressive,0.48778935185185185,5.0,15.79999999999996,3.1645569620253244
seller_2,roi_driven,0.48778935185185185,0.01,0.30000000000000004,0.0
seller_3,conservative,0.48778935185185185,3.596218168644038,3.800000000000002,26.315789473684195
seller_1,aggressive,0.15243055555555557,5.0,16.399999999999963,3.0487804878048848
seller_2,roi_driven,0.15243055555555557,0.01,0.30000000000000004,0.0
seller_3,conservative,0.15243055555555557,3.8411140033368,4.000000000000002,24.99999999999999
seller_1,aggressive,0.5764699074074074,5.0,16.99999999999997,2.9411764705882404
seller_2,roi_driven,0.5764699074074074,0.01,0.30000000000000004,0.0
seller_3,conservative,0.5764699074074074,4.089164165034853,4.699999999999999,21.276595744680854
seller_1,aggressive,0.7705439814814815,5.0,17.59999999999998,2.840909090909094
seller_2,roi_driven,0.7705439814814815,0.01,0.30000000000000004,0.0
seller_3,conservative,0.7705439814814815,4.334112092009413,5.399999999999997,18.51851851851853
seller_1,aggressive,0.3527430555555556,5.0,18.099999999999987,2.762430939226521
seller_2,roi_driven,0.3527430555555556,0.01,0.30000000000000004,0.0
seller_3,conservative,0.3527430555555556,4.5635004511187836,6.399999999999993,15.625000000000016
seller_1,aggressive,0.9912731481481482,5.0,18.699999999999996,2.6737967914438507
seller_2,roi_driven,0.9912731481481482,0.01,0.30000000000000004,0.0
seller_3,conservative,0.9912731481481482,4.805029478992085,6.999999999999991,14.285714285714304
seller_1,aggressive,0.7484722222222222,5.0,19.0,2.6315789473684212
seller_2,roi_driven,0.7484722222222222,0.01,0.30000000000000004,0.0
seller_3,conservative,0.7484722222222222,4.992495006505318,7.499999999999989,13.333333333333352
